43|-3004|-7582|13153,9379,27314,19347,20281,93899
44|-9091|-2267|39688,81850,81702,14698,93316,98179,40157,38083,52609,91442,12756,92940
45|-2980|4476|69012,97584,59369,88921,21484,85838,18079,35326,18394,91493,12202,29115,43047,73605
46|183|-1039|79093,79682,22517,37925,20822,61094,84406,19922,68968,9703,76891,82174,29797,32870
47|-5562|-4815|32385,96786,29991,67263,58542,15568,50010
48|-8778|-3463|97862,34443,75819,24323,21293,90357,69499,85582
49|-5028|3046|24573,72027,58989,72927,68924,74830,72118,6729,84606,77662,90400
50|-5887|-6906|44593,3663,88281,2455,83942,59107,15415,99123,75783,15063,52560,29083,41289,24655,3482,45002
51|2682|9707|63112,29565,99468,24120,26621,57600,57770,73880
52|3407|-6481|63461,21955,57873,60534,73935,37906,59609,59174,53269,30779,87537,21867,37351
53|-9846|-6785|54083,86459,74486,9510,19466,29906,31638
54|4879|3975|71347,27116,69958,21494,48096,90932,55098,17971,46063
55|8816|7988|28575,22416,95646,93460,41250,15249,41127
56|1366|882|69473,82114,71386
57|-6089|2254|57464,14903,25760,98315,45384,37661,52135,48090,38303,43973,29887,19191,50607,30757,90576
58|6727|-3753|89810,68677,4076,35297,84716,57025,93292,14935,35603,60623,45208
59|9867|-507|68382,4812,60433,49523,72882,98644,69651,55054,95733,49780,45547,17436
60|990|3155|97972,92208,84601,92529,76454,42852,10492,24673,88685,24843,795,78038,36088,87987
61|5891|1474|21610
62|-837|-5214|62712,84761,92452
63|7046|-6120|79707,33491,83540,80363,46309,51963,61105,35521,56708,40029,23129,86639,69461,86743,64817,8691,22406,59148,17771
64|-4661|7047|34563,79696,79968,59637,71484,36793,10657
65|-4384|-1302|33444,84908,87068,60786,24984,72937,18264,58717,1060,12165,30145,90888,49386,89152
66|6407|6259|84814,77666,91399,66627,1243,35620,12919
67|-3842|9857|3564,66989,57736,58335,11,53522,23903,8878,9515,41305,91892,2077,71800,52960,62342,61654,96524,68479
68|3387|-8650|7630,10240
69|-4875|-5303|26882,85329,45411,47719,95154,81970
70|3298|-6219|70166,9414,33592,20524,96488,83504,93797,67248,14602,18253,5194,77157,3286,20630,49583,57493,87075
71|-2462|-3066|31853,15323,29745,70102,32764,29520,5289,78178,74561,40106,72406,12923,52291
72|-1083|-968|41932,28793,39348,31891,58300,81552,75311,69456,68545,94406,81922,50225
73|-6890|9301|30473
74|-4951|2184|8372,77299
75|-1543|4975|58336,87541,63300,66647,50340,64
76|-3330|5478|4072,15235,18309,8942,53690,94841,1678,65961,46826,35225,74492,81282,17691,99193,5522,84865
77|-7944|957|46777,35338,88180,82538,28614,74816,71224,66189,62807,44570,54587,64749,95067
78|-2798|-8792|78453,39284,55241,54227,66316,57002,60514,14855,99564,80244,84263,54079,95247,32461,27090,59607
79|543|-1379|52813,2676,904,19869,15001,11883
80|-3527|6274|75458,40419,47084,42753,90882,50271,47090,1211,51759,59940,96039,41997,62449,44965,39205,27863,1882,31922,35774
81|7875|7832|98274,74535
82|-1642|118|38763,39099,3199,15928,1773,62073,94163,55415,63451,27400,61130,78769,25897,9917,17760,23972
83|-8420|5106|33153,83052,2319,35307,36421,85092,97157,83676,13607,74812
84|-5277|-5946|87947,79226,3947,95836,923,60851,8321,3654,87682,34342,45316,39138,57596,4525,32587,14597,1319,66196,13308,17946
85|8867|5376|7949,86481,74782,15222,72215,44260,2342,54006,6041,32252,88165,87260,95141,67467,84225,23452,65294
86|-8878|5170|65046,1596,14106,36289,14950,87836,43913,44723,30782,3833,70494,95838,17479,299,56866,14900
87|6195|-2792|92745,29165,80613,28707,16590,5978,49647,81641,2090,57151,51877,62455,37057,48362,91144,36024
88|-4383|-1044|48262,16350,70014,71659,71531,86946,71309,27491,13478,98508,83511,10203,14772,87866,30394,80241,87469,91479
89|-7443|-9869|84680,49138,48455,95617,64459,54648,12859,30685,92035,82268,93724,55470,79349,59813,29130,52037,40515,44885,8338
90|-8325|7745|42219,9304,1215,3112,7470
91|8830|3155|71437,87317,69284,21483,82213,49588,56882,96857,51344,39211,99806,20733,5555,17010
92|-1411|641|56260,79273,45223,19753,43037,4162,50389,85642,35828,89878,35355,79131
93|-7972|-9071|52068,75375,47922,45343,88147,98323,83210,25541,61400,70552,54,44136,98588,82492,8469
94|4203|5201|52230,19782,39330,91327,62541,85958,30031,55992,83358,64432,61973,21048,1675,33455,31604,46858,70457,86616
95|2654|2178|75968,91288,54463,32585,7231,33799,33130,94860,8720
96|806|6503|75617,44449,21669,41920,95723,83598,70096,96025,87803,7725
97|8224|7024|45344,91930,61984,23715,36350,62162,23866,27944,38948,53196,73679,11971,37702,32500
98|-4095|-295|97766,87196,32098,57528,29411,91098,21311,10823,7741,19982,40303,79128,5951,49857,61507,50832,82653,78890,78680,30624
99|8576|8799|92479,8870,70881,71637,9263,66915,69771,91973,1937,32477,83967,9419,97093,85831,82899,63927,30275,78314,75010,24032
100|-2549|-1997|54242,3732,96046,83034,17915,78086,77440,2363,91025,33081,59022,1875,99272,5287,78325,61217,85890
101|4577|-9005|24183,51539,18850,5804,87504
102|3317|3080|69708,8858,64026,78608,86905,52378,576,3669,6592,18251,38236,5138
103|3853|1499|88603,91348,88828,92331,89609,10911,99396,24944,7544,97820,80544,4574,2709,44384,58166
104|9283|4847|72492,62256,48438,16228,39710,13325,9056,14060,98832,15457,38647
105|-4660|8246|55352,95283,81021,67050,73187,86383,97287
106|8651|412|35354,59208,29240,94892,88107,31391
107|-3055|-1272|11037,83482,74033,84196,7994,42410,52841,34099,55994,89797,88909,35123,75277
108|7443|-5281|74767,93498,74152,72264,66892,69591,12261,16799,13493,31386,16326,47096,29367,15473,13284,33016,53546
109|-757|7716|8318,51161,98018,30578,24798,31260
110|-1911|-9349|90094,2511,61184,25026,77252,84278,51259
111|-9098|-479|46507,60586,65710,55087,22627
112|1399|-3312|61799,49903,94238,69988,42647
113|-5430|-5382|60897,13042,37368,20814,22978,36251,60788,26805,24115,84273,44189,68699,42891,41612
114|6946|9170|67080,51077,91772,36240,47108,65067,25085,82859,54887,47574,77928,30919,6905,46518,1258,3779
115|-8698|5911|82151,63391,69754,77051,65143,40369,2048,41001,23489,24454,97894,62234,16397
116|380|-6242|12195,81015,44416,94719,98826,2466,33748,95538,2802,35812,30182,82481,73240,45049,5332,53883,80286,22857,80493,83599
117|2679|3671|79500,71857,99747,1937,10707,89723,95239,23619,40612,27191,20625,38489,50563,65733,49903,62488,51799,2432
118|-6833|7835|26842
119|9838|5509|60588,33942,46868,82662,67128,56999,35669,69606,44168,75037,81740,32798,10462,32695,9158,44669,92782,88118
120|6788|529|38508,71919,62189
121|-8354|9356|9557,43991
122|-139|4408|79315,55428,91394,28486,20424
123|3526|-9606|56757,99934,18911,37914,52878,19274,43579,32723,59570,54013,96444,52153,38885,5691,40101,33038
124|-442|-504|17818,59017,14314,88570,88333,14693,98399,25321,37311
125|9580|-8814|44451,77683,80240,78211,15681,54612,2560,76041
126|-9538|-9141|13783,71244,91791
127|709|-3200|44539,80019,78938,17906,65744,56467,70671,38299,82575,46277,14682,73576,69469,6110,90610
128|-2899|-4944|85241,20512,12592,15567,80604,99127,55040,79329,75801,80763,97540,36325,29650,29573
129|-405|-3372|69501,26027,85509,69775
130|-1490|-765|9394,96787
131|4553|-9888|68854,66639,370,61875,31405,65557,4635
132|3544|-571|48501,11949,7617,25286,93270,58651,76223,92903,45411,24979
133|-2135|4893|42104,84981,58926,34346,8649,53002,27022,45181,47548,83959,36335,82059,59029,88453,87858,43737,48927,80233,37251,23634
134|7733|3274|71166,34551,49039
135|-4440|9608|22033,4286,25984,10849,49803
136|-5119|3734|24363,83571,9785,54682,47672,9927,32293,91721,8873,4382,20376,57086,62251,12165,29890,48588,36832,5412,14913
137|-9072|7560|12669,8160,1344,85837,70938,50430
138|9005|-8454|9971,86616
139|9660|6990|1038,34331,97745,91353,11972,98487,49243,33770,40185,33810
140|3162|-5825|88512,28377,19251,93394
141|5060|-2550|72299,36873,94484
142|9590|-9884|67453,20571,95935,22507,79936,16203,82227,23948,83744,97242,40,22321,5104,60157,3343
143|5448|-480|59341,70898,193,31402,99344,3062,65227,81103,10661,24157,79782,82093,92442,56858,78130,73013,15486,13171
144|3048|-4122|80467,38395,75237,11416,95769,16260,25295,50025,42942,33769,94312,83407,68220,15907,7349,54738,1400
145|-3430|8111|63081,74100,64391,55343,14831,11846,55778,36421
146|-1761|3209|31505
147|-3002|-2447|19111,27026,6835,91933,78895,22876
148|5975|-8467|84103,59481,4424,15142,74048,53036,22285,47334,16348,40750
149|-4188|-9568|66185,85093,2119
150|-3457|8633|36333,52404,39070,16870,25123,23563,63391,55637,59348,16126,93790,23139,23830,6742,87477,91473
151|-7340|6283|93031,59698,70634,41919,32256,47939,51,11355,33058,67497,95497,15028,24859,33948,46411,24766,42381,90693
152|-6065|9971|52863,62025,97752,24086,20712,3843,45076,99015,80258,29897,98454
153|6304|-3272|28871,49277,22236,73154,25394,31485,34810,4077,4465
154|9931|3149|5514,92065,56066,67894,40609,34488,82178,47378
155|-2205|-4446|81448,16049,33047,38609,27299,95278,35612,49921,38075,87180,48924,19793,81458,34603,26905,66626,65751,2622,60794,21016
156|-4605|2605|7571,86615,49965,13844,56510,5686,68020,52818,63233,10587,16837,32879,31524,17006,24541,95823,10667,94937,77875
157|3466|-5666|81563,96734,16897,55540,19225,24056,57462,29160,1267,74858,31866,21383,26362,5091,73877,29434,83081,24764
158|4175|-2897|89592,67592,97103,74842,76592,32087,86913,49933,17597,2364,70802,55083,7685,82919,31234
159|-9479|3427|10836,69718,94424
160|3980|8344|32453,48224,38859,51550,88375,78721,95453,6517,26433,43128,95107,12741,85902,24147,88283,22190,84460,21892,40304
161|-8155|1854|32311,74123,39864,26796,30465
162|-3297|-2551|24181,38464,95128,93373
163|1369|1671|59715,88657,30145,38335,41367,28732,45552,86466,97871,36633,80396,23499,74468
164|-3265|3375|58060,69181
165|-8416|7471|94635,9043,27257,88943,29413,70971,62308,58330,8359,12063,21085,68600,54540,56988,11389,33059,80087
166|5733|9228|24084,55757,85812,46915,93458,38907,35425,42433
167|447|4529|51915,50623,65395,19539,72404,50593,40643,43828,86084,66116,74097,30302,17685,67836,80005,33007,16668,24467
168|-8485|8776|43331,79645,69007,90440
169|-6486|9618|71864,33975,13424,97725,47720,15585,88349,53517,86979,84152,10393,7707,42963,92524,48680,18007,13896,13160,25304
170|-6189|-1280|5989,5089,6399,87920,5806,13907,76789,14440,17560,99102,7174,82908,60182,71014
171|-411|9899|38429,37168,42918,96108,70499,77767,20579,43322,33533,57443
172|8083|-8985|90044,24144,75786,99858,29434,66484,43702,23497,88391,66775,27576,25503,91918,33812,38795
173|2715|5634|35957,87877,76977,27484,47524,71949,44849,10251,80838,70977,17051,54805,89176,85410,61766
174|9743|-7336|30476,33509,23863,52645,38653,17701,69667,40689,39205,36685,82622,80899,10852,11665,51000
175|3378|-1128|31703,3857,84621,55445,56555,29958,24773,18094,79295,65534,19019,58456,49433
176|-8988|2384|34320,2981,5009,54710,95027,58408,9948,86149,35255,18256,18209,36288,88279,10838,89327,63950,99398,69173
177|-3549|-1802|54755,23101,85318,789
178|6787|805|16310,517
179|-420|6485|5769,73350
180|-1398|-5367|98682,11210,91256,50308,2364,79640,75889,56142,16637,92591,52348,45554,68602,66365,37235
181|9992|-3444|41679,13934,28766,15345,66135
182|1564|323|38479,94678,65795,49002,2192,98688,38399,94509,49672,4178
183|-179|-3834|62135,19574,6998
184|-7843|8937|37970,8474,9686,88060,43256,52535,27385,2407,77547,16715
185|-7181|5398|69085,96043,58838,94802,77002,58005,6983
186|-6412|-9097|72731,96577,84512,53361,77448,77201,17742,22128,42918,48169
187|-385|-4741|6466,46791,30236,75234,3709,5460,19080
188|-1245|-8054|22879,97310,11093,92271,88248,32287
189|3771|-4313|29602,42356,35671,54870,27176,54794,55152,70738,34267,48454,53457,55112,32238,10859
190|4733|5735|30406,84466,54237,44792,10248,87632
191|1928|-5929|20809,55128,89341,57922,30720,84103,51525,61638
192|9996|2712|96264
193|6459|-6652|9680,47598,75386,86457,88048
194|2776|-7751|77960,51314,76052,95969,26779
195|7741|709|50347,86841,16425,97364,66903,26626,38033,43455,22039,80135,90754
196|-805|-2972|80542,65528,69253,24073,71048
197|1016|9178|72629,44147,57193,34037
198|-1273|-6967|63261,50128,43949,96418,33244
199|-1666|-2240|58934,11580,42879,94029,4877,38993,71080,14294,86739,84621,35011,66273,52808,99034
200|1194|-3451|56844,53839,5914,22519,51739,53886
201|3476|-9194|56839,23340,82632,93058,16309,64284,53164,47235,22954,30207,4788,76622,63104,68555,47874,27516,75665
202|9844|7979|98172,9779,84309,34591,37617,77874
203|-4717|-9892|35002
204|-7231|-8809|6416,96288,38034,73899,81504,12946,78669,54740,19539,11397,11819,22684,6796,61130,39503,61667,4803,61484,76185
205|9442|4841|60989,8969,26322,30249,95984,53567,44107,95955
206|7034|-6108|85722,4758,88673,81307,71271
207|-8248|2867|50947,84919,56308,23283,63676,84435,13815,28335,16119,63846
208|2704|5921|91375
209|-3441|8851|44805,72924,32814,16389,28199,99072,32023,97447,69965,7785
210|3864|-3528|27937,68839,82713,32492,33817,6639,23145,41376,35525,14382,88556,76747,48494,38200,12509,51494
211|3390|9907|80634,10203,66403,92134,62191,95458,51150,49323,52908,88368
212|-8805|2110|82234,39247,49300,80981,77134,78394,95346,94837,1722,81322,94517,9480,40700
213|-3797|6560|55850,34265,56249,96177,84319,78188,15689,47578,84848,16812,59762,41382,85780
214|-114|436|73380,31563,83169,80909,18270,62671,59142,96277,65082,7574,99613,70100,42854,17671
215|6532|-4278|65852,86116,723,25702,29660,6340,61192,94900,53145,68588
216|3611|-3990|44784,34655,54398
217|4493|-1816|21218,35751,92614,29599,21456,70159,98152
218|-7742|1122|91209,78028,3330
219|-5774|-7983|69183,48674,96563,14218,35334,98017,97806,18996,30696,59039,15679,56119
220|-2571|6350|12187,36662,30023,12320,8090,17887,24487,41878,32594,86356,63861,77486
221|-9421|1584|96215,79612,67699
222|-7194|-7101|9513,47673,26329,46768,92009,46226,56581,54369,74845,46766,36848,35402,1791,62179,20072
223|3674|-4697|70194,9268,33496,68129,1288,83119,60141,78843
224|-4724|8149|36588,62318,32702,36732
225|-3527|2806|1802,18193,51297,58188,49525
226|6473|-518|29790,12637,20178,90436,73441,57950,33244,71120,87638,6476,30803,24176,43789,40992
227|3895|-5278|86946,46116,99570,71218,26394,87532,47485,29074,55420
228|3159|3569|23879,17637,52766,44963,18654,84104,43602,12654,52066,6703,57557,89090,43059,94687,43338,49875,89020
229|9610|-2266|11217,5784,38142,88913,95740,79018,14856,72077,51727,86969,23131,80473,82304,83562,64757,6529,49562,40313,80477
230|1776|-1277|68983,22372,87201,11521,91722,34288
231|222|2332|97856,3057,4882,27880,76518,98511,56281,17857,49636,45765,34965,21896,73748,30107,46577,32376,56632,89522
232|-5341|3720|24398,73994,24332,36530,45124,3024,69397,62863,22220,88844,18583,26620,97190,61452,93514
233|-8770|1024|69020,46844,59089,46612
234|-601|3567|26023,65704,15121,60764,14596,18416,6729,96049,22406,89995,30568,21999,20129,9889,11508,73523,66527
235|608|-8418|24855,7121,35648,34060,29012,31052,19144,37775,60444,80233,13107,77557
236|1694|-5459|97543,42910,89631,98375,8290,9210,75766,30527,84608,62667,66813,99814,98849,88015,4621,77061,51562,82005
237|1422|7513|2493,87086,34233,39491,46313,91963,36691,84068,41619
238|-4108|-8195|57972,26495,82942,44849,4462,33024,79089,30497,11514,3218,64313,90761,29230,40247,44453,68834
239|7100|8296|30162,43037,14523,60713,8882,98227,69630
240|8436|-9101|98445,63310,3418,43318,6412,71599,25141,34146,53706,26635,36171,83871,54964,94386,54990,25531
241|1283|1737|40048,78787,79163,11732,57855,93985,95037,77478,57717,6528
242|-6037|-6274|27095,16108,49090,28268,13311,69785,6017,69714,75670
243|-752|-5872|5102,31619,39171,56614,75524,13612,8281,84963,79281,35776,88047,88991,14149,68833,19440,90467,63331,40589
244|2114|-229|8381,65839,48694,65070,84110,7051,37597,77545,7903,70559,85178,88369,85275,49861
245|5025|-1311|34946,47168,39991,55117,82331,80373,86755,92515,78435,70752,52984,38103
246|1511|6492|80256
247|241|8706|22843,6453
248|-3872|-1753|390,67288,21338,56407,66548,55060,49562,37926,36066,378,14404,94102,47406,2771
249|-3075|-914|54763,33887,72272,50476,8214,58258,88951,21626
250|-8331|-7350|70259,94317,31126,68947,35638,97288,99076,47715,78725,22942,84885,82573,38046,78539,80619
251|5904|1708|5554,44404,44307,86377,78111,84333,23346,50212,98973,47195,46368,36555,72367,98239,7169,11438,45661
252|-2460|-5110|86147,72230,23934,80615,2288,38777,1301,66688,15377,24464
253|-8889|1931|56556,16716,55348,91653
254|8060|6381|2659,13853,44644,35249,95213,85926,70971,80913,69973,88442,50920,62520,75347,80485
255|8829|1354|73446,36911,90032,92391
256|6468|-8687|60996,24939
257|-702|876|5529,85075,11422,68955,98881,32325,42416,30479,91020
258|7439|8484|6822,95580,93315,66794,10412,52801,221,1259,43020
259|-1631|-9067|13845,87857,38780
260|-5528|7101|34891,8691,44440,19645,26683,62957,83264,4549,77719,71737,39114,50173,83790,16970,72089,48588,27556,57963,59899
261|8909|9628|68525,84904,22457,6651
262|8542|-8081|37231,92169,7129,17975,14297,28270
263|71|5202|46294,20082,34063,90190
264|4300|2715|22771,3795,28063,61637,2273,17861,21577,27680,60238,69011,83250,29169,94432,83084,55882,27957,21162,22815
265|1385|7645|86234,37788,93146,89452,70787,76135,86574,63421,43467,21442
266|4879|-1986|63708
267|6627|5785|81899,60702,4785,54167,31836,55981,66251,67043,879,78971,66260,68220,8919,77960,23542,31212,72387
268|-5005|9575|25132,97266,84076,3955,50096,29624,14342,57275,85502,15699,54439,78110,6237,56359,5302,343,47269,33729
269|-5803|9072|1715,96121,65180,56564,82943,85355,58817,26886,21232,61868,98174,63031,32208,71080,31728,78747
270|-7386|7316|98830,77944,10605,75161,39824,74560,70479,50552,12604,22768,72733,9900,62917,8575
271|-3933|5733|89812,52913,70672,93593,59951,40702,1133
272|941|-6329|91279,2737,93110,95407
273|2221|197|52667,22230,7030,74509,77611,38860,1513,69325,23124,3138,61890,21560,94701,6011,70338,62586,86083,16985
274|-2807|9365|53292,67483,73219,79295,407,38135,18795,25739,97696,59343,19325,72423
275|-8734|-2357|79152,83151,97884,90374,15738,98224,32289,24056,7061,61365
276|9878|-4008|49775,8781,72032,65250,34690,30794,56013,5196,85751,34795,42115,19843,79448,42934
277|-5386|-5433|36373,58816
278|-6259|6276|3817,9981,3798
279|3165|-4379|15176,42407,11549,8127,79964,46847,87858
280|4819|-4091|34258,46231,6117,6531,29520,91626,66102,53544,91049,66901,3329,14129,86671,11918,37037,63308,18436
281|7631|-4655|9116,61850,73472,10935,3244,51384,62889,19060,93605,29624
282|-5004|-8816|26562,50830,9165,17338,1054,537,95883,13725,72916,13414,14996
283|6474|-1547|5271,22071,36915,6651,89668,44043,3258,5370,48241,89690,32524,37731,26007,11224,23323
284|-5314|3512|54733,43641,10459,98020,36478,99844,64486,16071,94163
285|-4120|7864|85616,11380,41154,49582,45519,34024,94120,91579,68200,88863,66329,44732,73221,75016,90347,24254,5459,36872,18305,71434
286|4287|-703|89830,77214,52896,58991,29275,2954,16975,33792,5427,57585,20844,12487,92877,58426,91877,64216,98658,44170,98500
287|8318|-2845|34427,43023,34459,76657,10000,70420,35442,7673,12224
288|1033|-6825|27614,97765,22729,5460,95786,34165,88257,90590,16244,31069,77144,57787,62773,31278,45484,32245,80343,16590,98469
289|-1314|4871|6800,92701,19805,27823,56902,46806,42755,76238,48991,58855,67511,9302,21567
290|-303|9873|29971,23078,89758
291|-1992|4934|62639,57711,75958,8068,27926,67430,66466,76640,80249,3181,31172,77755,90077,18852,9203,52186,87584,34912
292|1448|-6259|94906,48557,48979,91410,12018,41599,57389,63557,67842,36219,51730,1307,22406,42486,92925,53950
293|7766|-1113|84078,98732,64775,52375,61356,80262,66556,39573,45065
294|-6600|2059|68777,48659,98,69380,23458,95058,45119,94851,38859,13660,66300,63940,66468,70536,3872
295|2044|-1281|40420,28519,1873,8766,35268,97151,64901,68445,68108,88851,70136,25584,33549,68295,82422,51836,66952,70364,88611,14897
296|-3591|8575|66838,28272,6248,77286,47635,54065,40290,74456,20138,32263,94239,48502,62732,39841
297|-5748|6705|37699,36298,35966,71626,83758,31652,1272,34606
298|9684|-9278|19534,61302,70564,31238,14463
299|736|-244|96104,81925,88974,30880,73582,246,95625,31480,87633,43085,24611,93989,47969,56588,75897,77082,70817,28453,44384,14137
300|-2804|-6233|34398,16984,31139,36090,65565,93665,81326
301|-4489|3681|86332,83501,9052,59992,23150,36159,12314,59527,31851,66259,37790,42074
302|3484|-6598|48332
303|3356|580|59146,37663,53302,78018,49024,42452
304|-2327|7458|42111,86853,326,66333,61706,64940,57835,94789,8016,6581,14298,73728,1301,59584,15559,33996,24819,20428,63583
305|3533|-9435|38965,62194,6593,72062
306|-2411|8294|86065,88443,71993,98427,12262,15646
307|5923|4946|15299,95847,41390,22198,59665,56816,74452
308|7901|-7304|1692,37062,58242,31209,27776,31090,47031,68956,43587,3667
309|3896|-8746|57590,85440,24897,51520,79916,80259
310|-6583|-2413|40498,75640,76496,85841,96362,95753
311|-4948|2626|81995,58428,5453,18194,93360,74330,68002,45975,16209,15862,1903,3951,75384,44286,94744,39034,19486,28405,94759
312|-8533|7160|58056,46862,90401,44327,61473,41939,31401,16317,98812,70877,15850,40699,62489,40274,45780,72662,41577
313|1454|5711|50227,29337,60480,11614,69230,9034,49616,75964,4874,83978,45754
314|-4956|-8387|57009,57436,1603,11974,32878,35133,68026,61126
315|-2529|311|51420,42928,51684,47163,45332,12,61203,41462,35110,98506,22081,97456
316|2439|8930|78178,65422,23298,46441,77631,81366,94710,85508,37064,47423,70562,62205,13867,58414
317|-2326|-4071|50514,7395,10646,4635,80451,94042,98806,86408
318|4361|4326|64450,23898
319|-8550|-1954|88412,34502
320|384|-2815|85472,23673,39150,88285,79257,36181,88675,86436,57502,86659,66415,71211,14356,95505
321|-8787|-4058|84958,31464,41597,22108,90947,27715,87859,17446,17004,74681,79371,79013,14502,81990,53732,72343,6297
322|8526|1479|67300,61951,46889,23054,25582,79156,2914,61839,20958,53144,17975
323|-8870|-1885|22830,84450,90903
324|-7348|-695|79492,92434,67425,66304,43554,42048
325|8804|6987|6226,22145,13603,99885,57167,74173,4446,3770,14315,60118,20204,47055,33553,34232,61903,5882,62440,19193,29108,6757
326|-3174|-518|99470,2969,51851,94921,88110,86828,2498
327|-3662|9609|4918,39992,7452,25252,64338,40663,909,11978,79271,45747,87665,16512,49374
328|8715|2885|53917
329|2214|6323|37394
330|1948|7645|93441,17588,86552,4984,47111,14445,35291,62897,6756,19176,61752,4964
331|-4464|-3941|87345,1947,42472,9397,20125,12752,21803,69214,93569,60994,93903,83169,73445,41443
332|-13|-6778|85341,95810,49052,49225,57527,30761,93386,84909,74745,99934,92881,93006,89960,1441,33906,81732,50225,74307,76691
333|-1875|-1342|14564
334|619|-6|94262,33791
335|-9415|-6426|15591,88134,99872,56594,92648,21814,73665,73002,45046,77555,10945,70123,12526,47436,38294,93958,17037,67726
336|-8754|-4150|27244,19746
337|869|6231|67773,59662,79261,43677,8862,96754,41122
338|-3627|9110|78439,1548,15261,59352,41935,42627,93514,28315,82096,78119,19215,20003,44914,23885,22961,11609
339|4100|-13|26870,38396,6361,97526,39175,84799,6547,70126
340|6030|-6662|20360,40209,77332,48970,12951,76910,31879,69365,99116,9396,54862,53173,5501,95667,444,88722,85629
341|3059|5739|8028,99742,86927,43887,36700,67652,5978
342|-7191|483|58358,34761,78153,39263,16748,8713,89226,58186,22266,53304,50982,33126,65168,42305,88123,75549,24769
343|-6516|-7044|56746,84525,21368
344|2591|-1935|5917,8804,53545,53456,98518,70384,96821,76473,3509
345|-2786|-8524|42992,30958
346|-7888|-4874|97118,91211,59852,92648
347|6097|2739|63947,47314,73400,47139,37739,52503,66174,65723,11619,11378
348|-8351|5154|23135,10905,21453,60624
349|5955|5303|28843,69349,85717,63292
350|-6647|2471|18842,61365,45793
351|7496|2658|41302,90133,34209,23752,91004,84337,64916,20916,10597,20577
352|-1280|5229|69328,58777,71064,1042,87281,32795,58764,85442,57355,80373,98774,21539,70334,2923,68274
353|5741|-9024|74134,29356,35953,45105,85948
354|8612|106|97344,96437,62369,31965,41970,20614
355|3236|9604|54201,2219,308,875,86569,46300
356|8784|-7774|98285,84675,76010,77399,60077,75922,88437,69421,42528,68594,63874,20829,22730,62475,90782
